Weighted Accuracy,Sensitivity/Recall,Specificity,Precision_class0,Precision_class1,Precision_avg,F1_class0,F1_class1,F1_avg,auc_roc_score,False_Discovery_Rate,False_Negative_Rate,False_Omission_Rate,False_Positive_Rate,Jaccard,version_tag
0.5914297165407043,0.2558823529411765,0.9269770801402322,0.5353535353535354,0.8195978865024359,0.6774757109279856,0.32028985507246377,0.8681612101660926,0.5942255326192782,0.5914297165407044,0.07302291985976779,0.4646464646464646,0.7441176470588236,0.18040211349756397,0.1981481481481481,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_20_100_1000_IND_FOLD_3_SVM
0.887271197787291,0.8241830065359478,0.9503593890386344,0.8444444444444444,0.9513888888888888,0.8979166666666667,0.8203065134099616,0.949416603876676,0.884861558643319,0.887271197787291,0.04964061096136568,0.15555555555555556,0.1758169934640523,0.048611111111111105,0.6956115779645192,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_30_100_1000_IND_FOLD_1_SVM
0.7414612071243591,0.5980392156862745,0.8848831985624438,0.6865942028985508,0.8896418396418397,0.7881180212701951,0.5570451054322022,0.8804866952860699,0.7187659003591361,0.7414612071243591,0.11511680143755616,0.3134057971014493,0.40196078431372556,0.11035816035816036,0.3901027077497666,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_30_100_1000_IND_FOLD_2_SVM
0.6182438384158695,0.29248366013071897,0.9440040167010201,0.5892857142857143,0.8295081967213115,0.7093969555035128,0.3901116427432217,0.8828301986196724,0.636470920681447,0.6182438384158695,0.05599598329897996,0.41071428571428575,0.7075163398692811,0.17049180327868854,0.24387254901960786,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_25_100_1000_IND_FOLD_3_SVM
0.6615156439934465,0.42875816993464055,0.8942731180522524,0.5560428849902533,0.8528748222452823,0.7044588536177678,0.4634547152194211,0.8709922198413246,0.667223467530373,0.6615156439934465,0.10572688194774767,0.4439571150097466,0.5712418300653596,0.1471251777547177,0.30369453044375644,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_30_100_1000_IND_FOLD_3_SVM
0.7695860419639553,0.5957516339869281,0.9434204499409827,0.7341269841269841,0.8902557319223986,0.8121913580246914,0.6398723715065545,0.9149319679300656,0.77740216971831,0.7695860419639554,0.05657955005901732,0.26587301587301587,0.40424836601307196,0.1097442680776014,0.4890756302521008,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_30_100_1000_IND_FOLD_2_SVM
0.7578081232492998,0.676797385620915,0.8388188608776844,0.6410256410256411,0.9048693841993912,0.7729475126125162,0.5931378562957511,0.8637671744407657,0.7284525153682583,0.7578081232492998,0.1611811391223156,0.358974358974359,0.323202614379085,0.09513061580060866,0.42231040564373895,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_20_100_1000_IND_FOLD_2_SVM
0.8142121628525625,0.6960784313725491,0.9323458943325759,0.7425213675213675,0.9152097902097903,0.828865578865579,0.7060755336617405,0.9225799007730472,0.8143277172173938,0.8142121628525624,0.0676541056674242,0.2574786324786325,0.30392156862745096,0.08479020979020979,0.5458089668615984,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_30_100_1000_IND_FOLD_2_SVM
0.5196078431372549,0.0392156862745098,1.0,0.3333333333333333,0.7918894830659537,0.5626114081996435,0.07017543859649122,0.8836845786992414,0.47693000864786633,0.5196078431372549,0.0,0.0,0.9607843137254902,0.20811051693404636,0.0392156862745098,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_25_100_1000_IND_FOLD_1_SVM
0.7725049768335007,0.7379084967320262,0.8071014569349754,0.511164274322169,0.9157054125998224,0.7134348434609957,0.5979803332744509,0.8570766488413547,0.7275284910579027,0.7725049768335008,0.19289854306502474,0.4888357256778309,0.26209150326797387,0.08429458740017746,0.4265811965811966,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_25_100_1000_IND_FOLD_2_SVM
0.5756185807656395,0.1702614379084967,0.9809757236227825,0.7380952380952381,0.8132141082960755,0.7756546731956568,0.2649393090569561,0.8891318822611011,0.5770355956590287,0.5756185807656395,0.019024276377217552,0.2619047619047619,0.8297385620915033,0.18678589170392448,0.15780476833108412,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_25_100_1000_IND_FOLD_1_SVM
0.5934640522875817,0.2261437908496732,0.9607843137254902,0.5128205128205128,0.823278743315508,0.6680496280680104,0.29590643274853806,0.8860884387360346,0.5909974357422864,0.5934640522875817,0.0392156862745098,0.15384615384615385,0.7738562091503268,0.176721256684492,0.19033816425120773,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_25_100_1000_IND_FOLD_3_SVM
0.6540794619734687,0.46013071895424834,0.8480282049926888,0.4576719576719577,0.8557684434618849,0.6567202005669213,0.4529493495010737,0.8509400950358236,0.6519447222684486,0.6540794619734686,0.1519717950073111,0.5423280423280423,0.5398692810457516,0.14423155653811512,0.296340275240531,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_25_100_1000_IND_FOLD_3_SVM
0.7146358543417367,0.5326797385620915,0.8965919701213819,0.7438271604938271,0.8812362885533617,0.8125317245235945,0.5636363636363636,0.8830584707646176,0.7233474172004906,0.7146358543417367,0.10340802987861812,0.2561728395061728,0.46732026143790845,0.11876371144663826,0.39375320020481314,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_20_100_1000_IND_FOLD_1_SVM
0.64718720821662,0.30686274509803924,0.9875116713352008,0.8796296296296297,0.8407390808344198,0.8601843552320246,0.4412393162393162,0.908020886834446,0.6746301015368811,0.64718720821662,0.012488328664799252,0.12037037037037036,0.6931372549019609,0.1592609191655802,0.2917378917378917,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_25_100_1000_IND_FOLD_1_SVM
0.5811340573965434,0.18104575163398695,0.9812223631591,0.7222222222222222,0.813301282051282,0.7677617521367521,0.289390142021721,0.8891816717903674,0.5892859069060442,0.5811340573965436,0.01877763684089988,0.27777777777777773,0.8189542483660132,0.18669871794871795,0.16933760683760682,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_25_100_1000_IND_FOLD_1_SVM
0.6098739495798319,0.2977124183006536,0.9220354808590102,0.706140350877193,0.8274131622345907,0.7667767565558918,0.324207102195717,0.8661389193358501,0.5951730107657836,0.609873949579832,0.07796451914098973,0.293859649122807,0.7022875816993465,0.17258683776540917,0.19722222222222222,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_20_100_1000_IND_FOLD_2_SVM
0.7108475151066717,0.8859477124183007,0.5357473177950425,0.3454776422764228,0.9417989417989419,0.6436382920376823,0.4966583124477861,0.6814712896716199,0.5890648010597029,0.7108475151066717,0.46425268220495747,0.6545223577235771,0.11405228758169934,0.0582010582010582,0.3321015028332101,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_20_100_1000_IND_FOLD_2_SVM
0.7857675774712402,0.6016339869281047,0.9699011680143755,0.8557692307692308,0.8971438523162661,0.8764565415427485,0.6898121309715511,0.9310235785838611,0.8104178547777061,0.7857675774712402,0.030098831985624436,0.14423076923076925,0.3983660130718954,0.1028561476837339,0.5294117647058824,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_30_100_1000_IND_FOLD_2_SVM
0.7062589186618043,0.49836601307189543,0.9141518242517134,0.6255596255596255,0.8702143849036504,0.7478870052316381,0.5427055702917771,0.8905539354137485,0.7166297528527629,0.7062589186618043,0.08584817574828674,0.3744403744403744,0.5016339869281046,0.12978561509634956,0.381578947368421,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_25_100_1000_IND_FOLD_3_SVM
0.6526306749114741,0.3875816993464052,0.9176796504765429,0.5604395604395603,0.8500491021324356,0.7052443312859978,0.4435483870967742,0.8821869488536155,0.6628676679751948,0.652630674911474,0.08232034952345718,0.43956043956043955,0.6124183006535948,0.14995089786756452,0.2950937950937951,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_20_100_1000_IND_FOLD_3_SVM
0.7580547627856173,0.534640522875817,0.9814690026954178,0.8888888888888888,0.8822033898305085,0.8855461393596986,0.6617460317460317,0.9287183145878798,0.7952321731669558,0.7580547627856173,0.01853099730458221,0.1111111111111111,0.46535947712418296,0.11779661016949154,0.49924585218702866,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_20_100_1000_IND_FOLD_1_SVM
0.5944277081901944,0.2843137254901961,0.9045416908901925,0.513888888888889,0.8219602977667494,0.6679245933278191,0.35401635401635395,0.8606067543815717,0.6073115541989628,0.5944277081901944,0.09545830910980745,0.4861111111111111,0.7156862745098039,0.1780397022332506,0.2199074074074074,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_20_100_1000_IND_FOLD_3_SVM
0.8051536652396808,0.6290849673202614,0.9812223631591,0.8993265993265993,0.9026713969806651,0.9009989981536322,0.7342657342657343,0.9398192450824029,0.8370424896740686,0.8051536652396808,0.01877763684089988,0.10067340067340068,0.3709150326797386,0.09732860301933481,0.5872507122507122,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_30_100_1000_IND_FOLD_1_SVM
0.7478489509011151,0.546078431372549,0.9496194704296812,0.749002849002849,0.8833501585108832,0.8161765037568661,0.6311111111111111,0.915230571014,0.7731708410625556,0.7478489509011151,0.05038052957031869,0.250997150997151,0.453921568627451,0.11664984148911677,0.46296296296296297,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_30_100_1000_IND_FOLD_1_SVM
0.6417950513538749,0.30915032679738563,0.9744397759103641,0.7638888888888888,0.8383354350567466,0.8011121619728176,0.4343434343434344,0.9012601117864275,0.667801773064931,0.6417950513538749,0.025560224089635857,0.23611111111111108,0.6908496732026145,0.16166456494325349,0.2901709401709402,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_30_100_1000_IND_FOLD_1_SVM
0.7413398692810458,0.5986928104575163,0.8839869281045751,0.7014652014652015,0.8933256172839507,0.7973954093745762,0.5444255800792304,0.8797720797720797,0.712098829925655,0.7413398692810457,0.11601307189542483,0.29853479853479853,0.4013071895424836,0.10667438271604938,0.37909867909867917,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_25_100_1000_IND_FOLD_2_SVM
0.5720733576449447,0.5601307189542485,0.5840159963356412,0.25809719907180445,0.8524715191381858,0.5552843591049951,0.3438447752963882,0.6726863226863227,0.5082655489913553,0.5720733576449448,0.4159840036643588,0.7419028009281955,0.4398692810457516,0.1475284808618142,0.21531225102653676,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_20_100_1000_IND_FOLD_3_SVM
0.7752217553688142,0.6663398692810457,0.8841036414565826,0.7333333333333334,0.9148316192780802,0.8240824763057067,0.6567712275390353,0.8922888075978618,0.7745300175684484,0.7752217553688142,0.11589635854341736,0.26666666666666666,0.33366013071895423,0.08516838072191975,0.4895833333333333,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_20_100_1000_IND_FOLD_1_SVM
0.6609340591582545,0.3901960784313725,0.9316720398851365,0.582905982905983,0.8520881787845079,0.7174970808452454,0.4620811287477955,0.8897757966332062,0.6759284626905008,0.6609340591582545,0.06832796011486356,0.4170940170940171,0.6098039215686275,0.14791182121549196,0.31535087719298244,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_30_100_1000_IND_FOLD_3_SVM
0.6201493490477952,0.3035947712418301,0.9367039268537605,0.5654761904761905,0.834567901234568,0.7000220458553792,0.36486042692939247,0.8816696273414522,0.6232650271354222,0.6201493490477952,0.06329607314623963,0.43452380952380953,0.69640522875817,0.1654320987654321,0.23595848595848593,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_30_100_1000_IND_FOLD_3_SVM
0.7501636189066822,0.8019607843137256,0.6983664534996389,0.43294668294668287,0.9252997298210065,0.6791232063838448,0.5580013541709848,0.7917892284797832,0.6748952913253841,0.7501636189066822,0.30163354650036117,0.567053317053317,0.1980392156862745,0.07470027017899358,0.38799488201569843,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_25_100_1000_IND_FOLD_2_DecisionTree
0.5399170674559132,0.21732026143790847,0.862513873473918,0.29404761904761906,0.8024478501489996,0.5482477345983093,0.247041294167731,0.8309818553811494,0.5390115747744402,0.5399170674559132,0.13748612652608214,0.705952380952381,0.7826797385620914,0.19755214985100042,0.14495931858632086,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_25_100_1000_IND_FOLD_3_DecisionTree
0.6878212920388281,0.5823529411764706,0.7932896429011856,0.440359477124183,0.8753297682709448,0.6578446226975639,0.4996951219512195,0.8318577648766329,0.6657764434139261,0.6878212920388282,0.20671035709881436,0.5596405228758169,0.4176470588235294,0.12467023172905527,0.3359903381642512,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_20_100_1000_IND_FOLD_1_DecisionTree
0.5819673466871025,0.36797385620915035,0.7959608371650546,0.3178933409112437,0.823285698460175,0.5705895196857094,0.32670401493930906,0.8057450703053499,0.5662245426223295,0.5819673466871026,0.2040391628349453,0.6821066590887562,0.6320261437908496,0.17671430153982495,0.20183265010851217,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_30_100_1000_IND_FOLD_3_DecisionTree
0.5344687560558815,0.43202614379084964,0.6369113683209133,0.24537037037037038,0.8102272727272727,0.5277988215488216,0.30843296668260806,0.7081254746188447,0.5082792206507264,0.5344687560558814,0.3630886316790867,0.7546296296296297,0.5679738562091504,0.1897727272727273,0.18898809523809523,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_20_100_1000_IND_FOLD_3_DecisionTree
0.5664479942920564,0.4702614379084968,0.6626345506756162,0.3002645502645503,0.8187464049467933,0.5595054776056717,0.3146088545024715,0.7161547467579402,0.5153818006302059,0.5664479942920564,0.33736544932438384,0.6997354497354498,0.5297385620915033,0.1812535950532068,0.1914132177290072,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_25_100_1000_IND_FOLD_2_DecisionTree
0.7095645490900763,0.7607843137254902,0.6583447844546624,0.3899609875219632,0.9151938159030357,0.6525774017124993,0.5128917433374961,0.7586590324454402,0.6357753878914681,0.7095645490900763,0.3416552155453376,0.6100390124780368,0.23921568627450981,0.08480618409696423,0.34516795865633076,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_20_100_1000_IND_FOLD_1_DecisionTree
0.7749711519828056,0.7549019607843137,0.7950403431812978,0.5069243156199678,0.9215331610680448,0.7142287383440064,0.5988670488670489,0.8520786342388283,0.7254728415529387,0.7749711519828058,0.20495965681870232,0.49307568438003213,0.2450980392156863,0.07846683893195522,0.42887815351583464,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_30_100_1000_IND_FOLD_1_DecisionTree
0.639900331201663,0.4735294117647058,0.8062712506386203,0.40046296296296297,0.8484615384615384,0.6244622507122507,0.43304473304473307,0.8267219925876083,0.6298833628161707,0.639900331201663,0.19372874936137977,0.5995370370370371,0.5264705882352941,0.15153846153846154,0.27789586688137413,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_25_100_1000_IND_FOLD_2_DecisionTree
0.5671244913059564,0.2843137254901961,0.8499352571217166,0.34490740740740744,0.8139240702800025,0.579415738843705,0.30894997969525223,0.8310984694568603,0.5700242245760564,0.5671244913059564,0.1500647428782834,0.6550925925925926,0.7156862745098039,0.1860759297199975,0.1861468051399401,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_25_100_1000_IND_FOLD_1_DecisionTree
0.621575894508747,0.5516339869281045,0.6915178020893892,0.32432628223703275,0.8545500251382604,0.5894381536876466,0.4074241948793045,0.7630143257517391,0.5852192603155217,0.621575894508747,0.30848219791061077,0.6756737177629674,0.44836601307189544,0.14544997486173958,0.2605092592592593,teacher_model_sample_size_5172_20_100_20_fold_5_SB-022-20_30_100_1000_IND_FOLD_2_DecisionTree
0.4977430280288216,0.15294117647058825,0.8425448795870549,0.14251207729468598,0.7857733664185277,0.4641427218566068,0.13424866514111367,0.8082954091458859,0.4712720371434999,0.4977430280288216,0.15745512041294504,0.8574879227053139,0.8470588235294118,0.2142266335814723,0.07765151515151515,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_20_100_1000_IND_FOLD_2_DecisionTree
0.559672674101087,0.4879084967320262,0.6314368514701478,0.24419191919191918,0.829156223893066,0.5366740715424926,0.3206034409695737,0.7061246882015336,0.5133640645855536,0.5596726741010869,0.36856314852985217,0.7558080808080808,0.5120915032679739,0.170843776106934,0.20270479733395338,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_30_100_1000_IND_FOLD_3_DecisionTree
0.6858382661240596,0.6428104575163398,0.7288660747317794,0.4094551282051282,0.8825156325156325,0.6459853803603804,0.4685636856368564,0.7892736352776938,0.6289186604572751,0.6858382661240596,0.2711339252682205,0.5905448717948718,0.35718954248366014,0.11748436748436748,0.30631038647342995,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_20_100_1000_IND_FOLD_2_DecisionTree
0.5885951235840248,0.3062091503267974,0.8709810968412522,0.4128540305010893,0.8198792511354824,0.6163666408182858,0.33272030651340995,0.8421398701772533,0.5874300883453317,0.5885951235840249,0.12901890315874778,0.5871459694989106,0.6937908496732025,0.18012074886451757,0.1996031746031746,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_20_100_1000_IND_FOLD_3_DecisionTree
0.7897252611736518,0.8356209150326798,0.7438296073146241,0.47536398467432955,0.9435274028297286,0.7094456937520289,0.6043769522030392,0.831559582075046,0.7179682671390425,0.7897252611736518,0.25617039268537606,0.5246360153256705,0.16437908496732026,0.05647259717027159,0.43964285714285717,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_30_100_1000_IND_FOLD_1_DecisionTree
0.6425017176681993,0.6709150326797385,0.6140884026566602,0.3407498631636563,0.8675213675213675,0.6041356153425119,0.4371585963370302,0.7076458567464563,0.5724022265417433,0.6425017176681993,0.3859115973433398,0.6592501368363438,0.32908496732026143,0.13247863247863248,0.28060300207039335,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_30_100_1000_IND_FOLD_2_DecisionTree
0.5839144777407819,0.42058823529411765,0.7472407201874461,0.34007936507936504,0.8263719085678138,0.5832256368235894,0.3680555555555555,0.7823076923076924,0.5751816239316239,0.5839144777407819,0.2527592798125539,0.6599206349206349,0.5794117647058824,0.17362809143218616,0.23474747474747473,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_25_100_1000_IND_FOLD_3_DecisionTree
0.5257802177474763,0.3650326797385621,0.6865277557563906,0.2384884884884885,0.8033410138248849,0.5209147511566866,0.27649572649572646,0.7302962439101054,0.503395985202916,0.5257802177474763,0.31347224424360937,0.7615115115115115,0.6349673202614379,0.1966589861751152,0.16759352881698686,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_30_100_1000_IND_FOLD_3_DecisionTree
0.6288958036044606,0.527124183006536,0.7306674242023853,0.34386973180076624,0.8572008547008547,0.6005352932508105,0.4137845849802371,0.7874519403645617,0.6006182626723995,0.6288958036044607,0.26933257579761466,0.6561302681992337,0.4728758169934641,0.14279914529914528,0.26711560044893373,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_30_100_1000_IND_FOLD_2_DecisionTree
0.6437386589856069,0.6630718954248366,0.624405422546377,0.3574660633484163,0.8682451760545066,0.6128556197014615,0.44533493621852677,0.7153439153439153,0.580339425781221,0.6437386589856069,0.37559457745362296,0.6425339366515838,0.33692810457516337,0.13175482394549332,0.28793220097567923,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_20_100_1000_IND_FOLD_2_DecisionTree
0.7406600690590702,0.7209150326797386,0.7604051054384017,0.467967832294208,0.9031634888956542,0.6855656605949311,0.5616928377916306,0.8224539244565946,0.6920733811241125,0.7406600690590702,0.23959489456159822,0.532032167705792,0.27908496732026145,0.0968365111043459,0.3965339311768264,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_30_100_1000_IND_FOLD_2_DecisionTree
0.5072961259975689,0.06405228758169934,0.9505399644134384,0.27777777777777773,0.7877403846153846,0.5327590811965811,0.10350877192982456,0.8610963748894783,0.4823025734096514,0.5072961259975689,0.04946003558656167,0.7222222222222222,0.9359477124183005,0.21225961538461538,0.05675954592363261,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_25_100_1000_IND_FOLD_1_DecisionTree
0.665134418547293,0.6294117647058823,0.700857072388704,0.390448343079922,0.8783333333333333,0.6343908382066278,0.4664195867026056,0.7699266219485711,0.6181731043255884,0.6651344185472932,0.29914292761129607,0.609551656920078,0.37058823529411766,0.12166666666666666,0.30781738586616636,teacher_model_sample_size_5186_20_100_20_fold_3_SB-022-20_25_100_1000_IND_FOLD_2_DecisionTree
0.590937978965171,0.25947712418300656,0.9223988337473354,0.6094771241830065,0.8208584715937658,0.7151677978883861,0.33140694874441007,0.8673004555357496,0.5993537021400798,0.590937978965171,0.0776011662526646,0.3905228758169934,0.7405228758169935,0.1791415284062343,0.20020180436847101,teacher_model_sample_size_5172_20_100_20_fold_4_SB-022-20_25_100_1000_IND_FOLD_1_DecisionTree
0.5959095273329458,0.3568627450980392,0.8349563095678523,0.3862433862433862,0.8254962821767727,0.6058698342100794,0.36610043627587485,0.8293849330717529,0.5977426846738139,0.5959095273329458,0.1650436904321477,0.6137566137566138,0.6431372549019607,0.17450371782322738,0.22529127593066212,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_25_100_1000_IND_FOLD_3_DecisionTree
0.5751741891725244,0.40915032679738567,0.7411980515476632,0.32265700483091786,0.8221114802510151,0.5723842425409665,0.3449093376498095,0.7751396603199007,0.5600244989848551,0.5751741891725244,0.2588019484523369,0.6773429951690821,0.5908496732026144,0.17788851974898487,0.2132967607105538,teacher_model_sample_size_5224_20_100_20_fold_2_SB-022-20_25_100_1000_IND_FOLD_3_DecisionTree
0.6909928122192274,0.5320261437908497,0.849959480647605,0.5060428849902533,0.8671874266948159,0.6866151558425346,0.5044444444444444,0.8569358037282565,0.6806901240863504,0.6909928122192271,0.15004051935239504,0.4939571150097466,0.4679738562091503,0.13281257330518415,0.33758639021796916,teacher_model_sample_size_5182_20_100_20_fold_1_SB-022-20_20_100_1000_IND_FOLD_1_DecisionTree
